,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,ocean_proximity_encoded
16614,16.0,4109.0,798.0,1298.0,626.0,3.4799,320800.0,NEAR OCEAN,2
16615,23.0,2059.0,354.0,636.0,278.0,3.6908,278800.0,NEAR OCEAN,2
16616,27.0,3493.0,909.0,1481.0,666.0,2.3075,184200.0,NEAR OCEAN,2
16617,23.0,1664.0,355.0,629.0,279.0,2.7344,188300.0,NEAR OCEAN,2
16618,21.0,2787.0,641.0,1106.0,501.0,2.7043,186200.0,NEAR OCEAN,2
16619,16.0,2168.0,444.0,782.0,374.0,3.0187,278100.0,NEAR OCEAN,2
16620,18.0,3418.0,686.0,970.0,453.0,3.7738,279400.0,NEAR OCEAN,2
16621,30.0,6346.0,1410.0,1769.0,887.0,2.6864,283600.0,NEAR OCEAN,2
16622,21.0,1033.0,195.0,588.0,187.0,2.8173,226900.0,NEAR OCEAN,2
16623,28.0,4323.0,886.0,1650.0,705.0,2.7266,266800.0,NEAR OCEAN,2
16624,27.0,2863.0,711.0,930.0,533.0,2.6205,221100.0,NEAR OCEAN,2
16625,34.0,3279.0,714.0,1397.0,646.0,2.5552,200000.0,NEAR OCEAN,2
16626,29.0,2046.0,588.0,846.0,410.0,1.65,227300.0,NEAR OCEAN,2
16627,15.0,3276.0,670.0,1520.0,613.0,3.6412,207800.0,NEAR OCEAN,2
16628,14.0,4155.0,787.0,2112.0,755.0,4.4766,192700.0,NEAR OCEAN,2
16629,12.0,3522.0,683.0,1780.0,662.0,3.3958,215800.0,NEAR OCEAN,2
16630,11.0,3252.0,701.0,1814.0,660.0,3.2226,183200.0,NEAR OCEAN,2
16631,15.0,2419.0,538.0,1279.0,522.0,3.4762,189600.0,NEAR OCEAN,2
16632,16.0,1576.0,287.0,595.0,262.0,3.588,266300.0,NEAR OCEAN,2
16633,17.0,4197.0,802.0,1656.0,732.0,3.526,183900.0,NEAR OCEAN,2
16634,23.0,3100.0,603.0,1515.0,609.0,2.8493,196100.0,NEAR OCEAN,2
16635,15.0,2062.0,327.0,781.0,316.0,4.9359,317700.0,NEAR OCEAN,2
16636,16.0,3924.0,699.0,1325.0,638.0,2.5172,293900.0,NEAR OCEAN,2
16637,20.0,2200.0,393.0,996.0,365.0,3.587,330000.0,NEAR OCEAN,2
16638,20.0,3389.0,704.0,1309.0,520.0,3.2112,204500.0,NEAR OCEAN,2
16639,36.0,1940.0,315.0,850.0,298.0,3.1818,249600.0,NEAR OCEAN,2
16640,23.0,1932.0,487.0,1380.0,472.0,1.9647,253600.0,NEAR OCEAN,2
16641,16.0,2272.0,629.0,1689.0,649.0,1.7031,195000.0,NEAR OCEAN,2
16642,19.0,1540.0,715.0,1799.0,635.0,0.7025,500001.0,NEAR OCEAN,2
16643,20.0,626.0,212.0,3574.0,261.0,1.0298,300000.0,NEAR OCEAN,2
16644,28.0,3952.0,592.0,1469.0,571.0,6.3144,328800.0,NEAR OCEAN,2
16645,29.0,1785.0,481.0,1344.0,472.0,1.4492,222900.0,NEAR OCEAN,2
16646,32.0,896.0,240.0,548.0,231.0,2.5455,165900.0,NEAR OCEAN,2
16647,27.0,2034.0,341.0,768.0,316.0,4.2411,258900.0,NEAR OCEAN,2
16648,15.0,2365.0,538.0,1446.0,490.0,2.5129,225900.0,NEAR OCEAN,2
16649,21.0,3298.0,716.0,1862.0,687.0,2.1507,221500.0,NEAR OCEAN,2
16650,23.0,1630.0,253.0,704.0,263.0,5.156,251300.0,NEAR OCEAN,2
16651,39.0,2163.0,652.0,1153.0,599.0,2.084,233300.0,NEAR OCEAN,2
16652,31.0,2773.0,844.0,1358.0,794.0,1.4036,209600.0,NEAR OCEAN,2
16653,46.0,2054.0,502.0,1170.0,494.0,2.1786,206300.0,NEAR OCEAN,2
16654,52.0,2254.0,642.0,1237.0,590.0,2.6208,227100.0,NEAR OCEAN,2
16655,46.0,2217.0,544.0,1107.0,527.0,2.8009,192600.0,NEAR OCEAN,2
16656,33.0,1664.0,455.0,1077.0,461.0,1.6875,174200.0,NEAR OCEAN,2
16657,17.0,2719.0,589.0,1386.0,570.0,3.7337,208200.0,NEAR OCEAN,2
16658,15.0,5540.0,1319.0,2383.0,1165.0,2.2656,226200.0,NEAR OCEAN,2
16659,32.0,4202.0,986.0,2309.0,956.0,2.2165,231700.0,NEAR OCEAN,2
16660,24.0,3504.0,521.0,1490.0,506.0,4.6719,337000.0,NEAR OCEAN,2
16661,37.0,1354.0,293.0,753.0,290.0,3.25,225000.0,NEAR OCEAN,2
16662,26.0,4225.0,886.0,1795.0,704.0,2.2847,247000.0,NEAR OCEAN,2
16663,44.0,2236.0,411.0,1036.0,437.0,3.0833,219300.0,NEAR OCEAN,2
16664,20.0,1248.0,231.0,722.0,225.0,4.625,221800.0,NEAR OCEAN,2
16665,14.0,3768.0,682.0,1884.0,664.0,4.6071,239900.0,NEAR OCEAN,2
16666,9.0,2568.0,421.0,1149.0,398.0,5.4287,331600.0,NEAR OCEAN,2
16667,26.0,1704.0,315.0,918.0,310.0,3.2464,208000.0,NEAR OCEAN,2
16668,15.0,4210.0,899.0,1933.0,867.0,2.794,262500.0,NEAR OCEAN,2
16669,46.0,118.0,17.0,6532.0,13.0,4.2639,350000.0,NEAR OCEAN,2
16670,5.0,4413.0,804.0,2003.0,725.0,5.0267,253300.0,<1H OCEAN,4
16671,16.0,4208.0,897.0,1634.0,806.0,2.2868,233700.0,NEAR OCEAN,2
16672,16.0,164.0,30.0,542.0,32.0,1.6563,42500.0,NEAR OCEAN,2
16673,14.0,3414.0,802.0,1236.0,632.0,3.7635,336200.0,NEAR OCEAN,2
16674,13.0,5138.0,713.0,1838.0,645.0,5.9676,380000.0,NEAR OCEAN,2
16675,17.0,5805.0,1097.0,1919.0,932.0,3.5352,357800.0,NEAR OCEAN,2
16676,34.0,3100.0,617.0,1155.0,542.0,3.0938,245900.0,NEAR OCEAN,2
16677,41.0,2666.0,751.0,940.0,507.0,1.9653,236100.0,<1H OCEAN,4
16678,16.0,2680.0,704.0,975.0,619.0,1.7878,55000.0,<1H OCEAN,4
16679,7.0,7922.0,1442.0,2863.0,1197.0,4.849,275000.0,<1H OCEAN,4
16680,8.0,6638.0,1054.0,2710.0,966.0,4.6776,295500.0,<1H OCEAN,4
16681,15.0,5818.0,924.0,2324.0,845.0,4.4033,267600.0,<1H OCEAN,4
16682,39.0,1656.0,333.0,866.0,317.0,2.8824,195200.0,<1H OCEAN,4
16683,18.0,2920.0,556.0,1068.0,552.0,3.5242,156800.0,<1H OCEAN,4
16684,25.0,3642.0,726.0,1729.0,673.0,3.155,205400.0,<1H OCEAN,4
16685,22.0,3342.0,644.0,1342.0,593.0,3.4509,217700.0,<1H OCEAN,4
16686,16.0,1671.0,354.0,935.0,340.0,2.5792,163800.0,<1H OCEAN,4
16687,27.0,3055.0,677.0,1407.0,610.0,2.1702,179700.0,<1H OCEAN,4
16688,17.0,2495.0,524.0,1292.0,501.0,2.2625,153000.0,<1H OCEAN,4
16689,20.0,3098.0,571.0,1449.0,611.0,3.5744,197800.0,<1H OCEAN,4
16690,31.0,1486.0,345.0,823.0,322.0,2.6974,165400.0,<1H OCEAN,4
16691,16.0,3431.0,721.0,1777.0,701.0,2.7301,190400.0,<1H OCEAN,4
16692,12.0,3430.0,793.0,1840.0,720.0,2.9821,162000.0,<1H OCEAN,4
16693,11.0,3733.0,831.0,1839.0,739.0,3.3062,158500.0,<1H OCEAN,4
16694,19.0,2949.0,662.0,1425.0,548.0,2.9615,178100.0,<1H OCEAN,4
16695,26.0,3971.0,803.0,1792.0,723.0,2.7128,209900.0,<1H OCEAN,4
16696,18.0,2241.0,544.0,1521.0,509.0,2.0292,155800.0,<1H OCEAN,4
16697,22.0,1240.0,294.0,768.0,288.0,2.655,160000.0,<1H OCEAN,4
16698,19.0,1583.0,392.0,704.0,269.0,2.1042,268300.0,<1H OCEAN,4
16699,14.0,2919.0,691.0,1896.0,577.0,2.4003,142100.0,<1H OCEAN,4
16700,17.0,2799.0,637.0,2015.0,592.0,3.0536,143600.0,<1H OCEAN,4
16701,16.0,3290.0,686.0,1497.0,655.0,2.6875,178200.0,<1H OCEAN,4
16702,37.0,523.0,119.0,374.0,95.0,1.4726,106300.0,<1H OCEAN,4
16703,13.0,2364.0,421.0,1257.0,380.0,4.6167,273100.0,<1H OCEAN,4
16704,14.0,6788.0,1216.0,2866.0,1036.0,3.3603,280200.0,<1H OCEAN,4
16705,11.0,1317.0,234.0,655.0,243.0,4.3611,329700.0,<1H OCEAN,4
16706,16.0,2819.0,479.0,1068.0,365.0,4.5461,270800.0,<1H OCEAN,4
16707,16.0,947.0,163.0,477.0,137.0,3.851,315000.0,<1H OCEAN,4
16708,16.0,5209.0,917.0,2284.0,809.0,4.0403,346100.0,<1H OCEAN,4
16709,24.0,2314.0,468.0,1549.0,463.0,2.8203,152600.0,<1H OCEAN,4
16710,29.0,1315.0,279.0,926.0,249.0,2.9375,144800.0,<1H OCEAN,4
16711,10.0,10463.0,1756.0,4660.0,1715.0,3.5682,277300.0,<1H OCEAN,4
16712,17.0,2721.0,477.0,1672.0,492.0,2.9798,204800.0,<1H OCEAN,4
16713,26.0,2758.0,571.0,1291.0,522.0,2.925,181400.0,<1H OCEAN,4
16714,17.0,1701.0,298.0,941.0,293.0,4.3218,209100.0,<1H OCEAN,4
16715,19.0,3369.0,673.0,1834.0,646.0,3.7672,173800.0,<1H OCEAN,4
16716,15.0,2752.0,546.0,1422.0,545.0,3.2813,175000.0,<1H OCEAN,4
16717,19.0,1861.0,364.0,1040.0,363.0,3.3125,163900.0,<1H OCEAN,4
16718,17.0,4422.0,945.0,2307.0,885.0,2.8285,171300.0,<1H OCEAN,4
16719,19.0,2310.0,471.0,1341.0,441.0,3.225,166900.0,<1H OCEAN,4
16720,6.0,5876.0,1406.0,2877.0,1304.0,2.5437,146400.0,<1H OCEAN,4
16721,16.0,2666.0,450.0,1203.0,429.0,4.1375,222400.0,<1H OCEAN,4
16722,15.0,2608.0,525.0,1351.0,502.0,2.7798,205800.0,<1H OCEAN,4
16723,18.0,2339.0,443.0,1097.0,416.0,3.3438,176100.0,<1H OCEAN,4
16724,18.0,2474.0,449.0,1269.0,431.0,3.9063,184800.0,<1H OCEAN,4
16725,17.0,3748.0,609.0,1860.0,612.0,4.5179,225600.0,<1H OCEAN,4
16726,10.0,3979.0,761.0,1834.0,671.0,3.5,172100.0,<1H OCEAN,4
16727,7.0,9613.0,1666.0,4487.0,1653.0,3.6667,250600.0,<1H OCEAN,4
16728,12.0,3098.0,453.0,1433.0,434.0,5.2508,292900.0,<1H OCEAN,4
16729,12.0,4161.0,731.0,1609.0,615.0,5.0947,267500.0,<1H OCEAN,4
16730,29.0,1649.0,342.0,671.0,264.0,3.0602,69800.0,INLAND,3
16731,17.0,3043.0,608.0,1457.0,545.0,3.1641,158600.0,<1H OCEAN,4
16732,15.0,6725.0,1111.0,3139.0,1029.0,4.1875,261600.0,<1H OCEAN,4
16733,8.0,416.0,121.0,936.0,97.0,2.1154,117200.0,<1H OCEAN,4
16734,36.0,3595.0,815.0,1649.0,755.0,3.3816,253400.0,NEAR BAY,1
16735,41.0,2267.0,486.0,1045.0,459.0,4.1146,272200.0,NEAR BAY,1
16736,48.0,592.0,122.0,340.0,143.0,5.966,315200.0,NEAR BAY,1
16737,23.0,1817.0,400.0,1376.0,382.0,2.4113,214200.0,NEAR BAY,1
16738,44.0,2080.0,489.0,1781.0,478.0,3.6827,215300.0,NEAR BAY,1
16739,24.0,4299.0,857.0,2249.0,788.0,4.6098,290400.0,NEAR BAY,1
16740,19.0,1733.0,354.0,959.0,348.0,4.7708,281700.0,NEAR BAY,1
16741,6.0,3523.0,664.0,1705.0,608.0,4.9318,258100.0,NEAR OCEAN,2
16742,46.0,2193.0,499.0,1814.0,489.0,4.0125,230100.0,NEAR OCEAN,2
16743,50.0,1441.0,283.0,1159.0,286.0,4.5417,233700.0,NEAR OCEAN,2
16744,49.0,2244.0,442.0,1948.0,423.0,4.7639,251500.0,NEAR OCEAN,2
16745,16.0,6457.0,1336.0,4375.0,1231.0,5.1788,267000.0,NEAR OCEAN,2
16746,37.0,1028.0,275.0,904.0,261.0,3.5035,238600.0,NEAR OCEAN,2
16747,35.0,1983.0,385.0,1577.0,414.0,4.0833,266700.0,NEAR OCEAN,2
16748,37.0,3029.0,738.0,2436.0,700.0,3.3214,243200.0,NEAR OCEAN,2
16749,45.0,3290.0,693.0,2466.0,666.0,3.6588,238600.0,NEAR OCEAN,2
16750,44.0,364.0,102.0,339.0,98.0,2.483,214300.0,NEAR OCEAN,2
16751,45.0,1799.0,394.0,1436.0,389.0,3.65,239900.0,NEAR OCEAN,2
16752,42.0,876.0,216.0,713.0,203.0,3.84,235900.0,NEAR OCEAN,2
16753,44.0,2034.0,423.0,1491.0,373.0,4.5341,236500.0,NEAR OCEAN,2
16754,37.0,1046.0,251.0,822.0,239.0,3.5,224400.0,NEAR OCEAN,2
16755,39.0,2076.0,482.0,1738.0,445.0,3.1958,232100.0,NEAR OCEAN,2
16756,33.0,4167.0,1398.0,2923.0,1314.0,3.049,307000.0,NEAR OCEAN,2
16757,33.0,4492.0,1539.706625176349,3477.0,1537.0,3.0546,297900.0,NEAR OCEAN,2
16758,39.0,3615.0,632.0,1571.0,615.0,5.1149,314200.0,NEAR OCEAN,2
16759,29.0,1048.0,150.0,455.0,152.0,6.1278,417600.0,NEAR OCEAN,2
16760,36.0,3988.0,732.0,1793.0,708.0,4.2472,292500.0,NEAR OCEAN,2
16761,35.0,5275.0,903.0,2892.0,842.0,4.6771,266400.0,NEAR OCEAN,2
16762,35.0,2405.0,461.0,1583.0,471.0,5.0659,238000.0,NEAR OCEAN,2
16763,29.0,3795.0,675.0,2494.0,696.0,5.2848,260300.0,NEAR OCEAN,2
16764,36.0,1946.0,340.0,828.0,313.0,5.2811,287700.0,NEAR OCEAN,2
16765,36.0,1344.0,258.0,782.0,265.0,4.5,275600.0,NEAR OCEAN,2
16766,33.0,2347.0,512.0,1259.0,481.0,3.4492,264300.0,NEAR OCEAN,2
16767,35.0,2644.0,456.0,1465.0,430.0,4.9375,277000.0,NEAR OCEAN,2
16768,35.0,2576.0,443.0,1273.0,433.0,4.7391,272800.0,NEAR OCEAN,2
16769,47.0,737.0,126.0,370.0,136.0,3.775,281300.0,NEAR OCEAN,2
16770,27.0,2447.0,720.0,2104.0,657.0,3.449,239100.0,NEAR OCEAN,2
16771,30.0,837.0,213.0,606.0,199.0,4.875,258800.0,NEAR OCEAN,2
16772,42.0,2993.0,512.0,1594.0,546.0,4.4821,252400.0,NEAR OCEAN,2
16773,43.0,2661.0,455.0,1384.0,456.0,4.2421,257500.0,NEAR OCEAN,2
16774,26.0,4302.0,1125.0,3320.0,1100.0,3.4375,277700.0,NEAR OCEAN,2
16775,23.0,2812.0,769.0,1983.0,681.0,2.9413,229400.0,NEAR OCEAN,2
16776,35.0,1720.0,421.0,1452.0,425.0,3.5909,256100.0,NEAR OCEAN,2
16777,34.0,1954.0,357.0,1130.0,367.0,4.6447,304500.0,NEAR OCEAN,2
16778,31.0,4077.0,777.0,2544.0,738.0,4.5337,306700.0,NEAR OCEAN,2
16779,31.0,3506.0,653.0,2296.0,645.0,5.5647,268700.0,NEAR OCEAN,2
16780,15.0,2897.0,728.0,2340.0,720.0,3.3906,303700.0,NEAR OCEAN,2
16781,31.0,2609.0,433.0,1746.0,464.0,5.1054,294500.0,NEAR OCEAN,2
16782,34.0,3718.0,676.0,2510.0,632.0,5.3311,270800.0,NEAR OCEAN,2
16783,14.0,3395.0,1059.0,2258.0,945.0,2.964,319700.0,NEAR OCEAN,2
16784,17.0,2359.0,501.0,884.0,504.0,3.0625,87500.0,NEAR OCEAN,2
16785,35.0,491.0,98.0,274.0,97.0,4.4286,238600.0,NEAR OCEAN,2
16786,20.0,5689.0,992.0,3752.0,1002.0,5.5845,304300.0,NEAR OCEAN,2
16787,18.0,4172.0,806.0,3226.0,790.0,5.7535,297900.0,NEAR OCEAN,2
16788,16.0,3372.0,1101.0,2049.0,1021.0,4.1303,146500.0,NEAR OCEAN,2
16789,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,284700.0,NEAR OCEAN,2
16790,21.0,2751.0,502.0,2027.0,491.0,5.2573,322900.0,NEAR OCEAN,2
16791,36.0,1664.0,326.0,963.0,322.0,4.7813,246400.0,NEAR OCEAN,2
16792,35.0,2738.0,509.0,1545.0,493.0,5.3446,263300.0,NEAR OCEAN,2
16793,36.0,2535.0,451.0,1390.0,436.0,5.3398,260900.0,NEAR OCEAN,2
16794,36.0,5456.0,926.0,2761.0,916.0,4.7755,280700.0,NEAR OCEAN,2
16795,38.0,5277.0,1008.0,2695.0,997.0,3.9722,276200.0,NEAR OCEAN,2
16796,29.0,3541.0,786.0,2259.0,770.0,4.3039,278400.0,NEAR OCEAN,2
16797,21.0,5108.0,1510.0,3288.0,1405.0,3.1927,252600.0,NEAR OCEAN,2
16798,36.0,1447.0,276.0,799.0,275.0,4.7639,265600.0,NEAR OCEAN,2
16799,35.0,1814.0,365.0,1025.0,384.0,4.425,268400.0,NEAR OCEAN,2
16800,42.0,2274.0,429.0,1255.0,397.0,5.1205,226300.0,NEAR OCEAN,2
16801,37.0,2155.0,446.0,1255.0,428.0,3.8438,250700.0,NEAR OCEAN,2
16802,41.0,2189.0,414.0,1063.0,409.0,4.7361,302600.0,NEAR OCEAN,2
16803,28.0,3520.0,672.0,1746.0,602.0,4.9236,273500.0,NEAR OCEAN,2
16804,36.0,725.0,121.0,335.0,140.0,4.125,327600.0,NEAR OCEAN,2
16805,32.0,1385.0,356.0,1096.0,353.0,4.475,246700.0,NEAR OCEAN,2
16806,34.0,1075.0,318.0,906.0,294.0,3.0052,242500.0,NEAR OCEAN,2
16807,40.0,1294.0,308.0,1177.0,301.0,3.6667,218800.0,NEAR OCEAN,2
16808,37.0,694.0,188.0,658.0,225.0,4.6103,237500.0,NEAR OCEAN,2
16809,44.0,431.0,195.0,682.0,212.0,3.2833,233300.0,NEAR OCEAN,2
16810,32.0,3436.0,868.0,2583.0,817.0,3.5039,232400.0,NEAR OCEAN,2
16811,26.0,3253.0,932.0,2246.0,855.0,2.6631,244000.0,NEAR OCEAN,2
16812,43.0,1769.0,387.0,1102.0,377.0,4.5493,281500.0,NEAR OCEAN,2
16813,39.0,4402.0,894.0,2941.0,887.0,3.8565,239800.0,NEAR OCEAN,2
16814,34.0,8400.0,1812.0,4101.0,1717.0,4.1033,301000.0,NEAR OCEAN,2
16815,42.0,4091.0,757.0,1861.0,771.0,4.207,272700.0,NEAR OCEAN,2
16816,19.0,6326.0,1025.0,3444.0,984.0,6.2498,353300.0,NEAR OCEAN,2
16817,26.0,2806.0,375.0,1617.0,396.0,5.3922,353700.0,NEAR OCEAN,2
16818,16.0,8676.0,1633.0,5130.0,1574.0,4.8096,262000.0,NEAR OCEAN,2
16819,17.0,3523.0,669.0,2150.0,666.0,4.5938,251200.0,NEAR OCEAN,2
16820,27.0,8103.0,1655.0,5023.0,1605.0,4.6452,236200.0,NEAR OCEAN,2
16821,25.0,7778.0,1493.0,4674.0,1451.0,5.4694,272400.0,NEAR OCEAN,2
16822,20.0,4582.0,1124.0,2325.0,1040.0,4.0556,275000.0,NEAR OCEAN,2
16823,39.0,3348.0,666.0,1817.0,668.0,4.2593,227400.0,NEAR OCEAN,2
16824,31.0,3109.0,621.0,1472.0,618.0,5.155,263900.0,NEAR OCEAN,2
16825,34.0,696.0,145.0,398.0,162.0,3.525,254100.0,NEAR OCEAN,2
16826,31.0,1256.0,328.0,785.0,297.0,3.2446,234600.0,NEAR OCEAN,2
16827,27.0,2589.0,658.0,1386.0,608.0,2.9087,228200.0,NEAR OCEAN,2
16828,7.0,120.0,21.0,50.0,27.0,12.5,281000.0,NEAR OCEAN,2
16829,34.0,4551.0,837.0,2208.0,834.0,5.4364,279300.0,NEAR OCEAN,2
16830,35.0,1481.0,277.0,747.0,254.0,4.4286,262100.0,NEAR OCEAN,2
16831,35.0,2683.0,475.0,1498.0,484.0,5.1282,262500.0,NEAR OCEAN,2
16832,36.0,1521.0,253.0,736.0,241.0,4.3542,237500.0,NEAR OCEAN,2
16833,35.0,2197.0,369.0,971.0,326.0,4.25,241700.0,NEAR OCEAN,2
16834,31.0,1331.0,245.0,598.0,225.0,4.1827,345500.0,NEAR OCEAN,2
16835,20.0,64.0,21.0,59.0,21.0,2.2375,450000.0,NEAR OCEAN,2
16836,33.0,3507.0,669.0,1697.0,660.0,4.0795,270600.0,NEAR OCEAN,2
16837,29.0,5889.0,959.0,2784.0,923.0,5.3991,273000.0,NEAR OCEAN,2
16838,34.0,4648.0,806.0,2282.0,814.0,4.5556,249000.0,NEAR OCEAN,2
16839,21.0,12902.0,2118.0,6160.0,2082.0,5.7653,325800.0,NEAR OCEAN,2
16840,22.0,6728.0,1382.0,3783.0,1310.0,5.0479,280400.0,NEAR OCEAN,2
16841,26.0,3507.0,512.0,1712.0,509.0,6.7206,344600.0,NEAR OCEAN,2
16842,28.0,4946.0,848.0,2683.0,824.0,5.748,302100.0,NEAR OCEAN,2
16843,35.0,5113.0,959.0,3004.0,964.0,4.7625,281300.0,NEAR OCEAN,2
16844,34.0,4135.0,687.0,2154.0,742.0,4.9732,342300.0,NEAR OCEAN,2
16845,21.0,10252.0,2595.0,4790.0,2428.0,4.1692,344500.0,NEAR OCEAN,2
16846,49.0,1464.0,302.0,636.0,259.0,4.25,284100.0,NEAR OCEAN,2
16847,46.0,2975.0,643.0,1479.0,577.0,3.8214,273600.0,NEAR OCEAN,2
16848,37.0,1866.0,300.0,822.0,305.0,4.7,341300.0,NEAR OCEAN,2
16849,39.0,1355.0,214.0,682.0,246.0,6.3443,324700.0,NEAR OCEAN,2
16850,40.0,1545.0,264.0,756.0,282.0,4.4643,308100.0,NEAR OCEAN,2
16851,17.0,1040.0,432.0,669.0,405.0,4.1513,137500.0,NEAR OCEAN,2
16852,46.0,1811.0,337.0,796.0,333.0,3.43,292900.0,NEAR OCEAN,2
16853,43.0,2367.0,409.0,1141.0,400.0,4.8295,319000.0,NEAR OCEAN,2
16854,36.0,1017.0,165.0,407.0,159.0,4.8,306800.0,NEAR OCEAN,2
16855,36.0,1538.0,256.0,671.0,247.0,4.4091,317900.0,NEAR OCEAN,2
16856,39.0,3119.0,758.0,1807.0,696.0,3.2216,242700.0,NEAR OCEAN,2
16857,32.0,3586.0,921.0,2249.0,911.0,3.1058,253000.0,NEAR OCEAN,2
16858,39.0,4220.0,1055.0,2720.0,1046.0,2.639,242500.0,NEAR OCEAN,2
16859,41.0,98.0,20.0,68.0,19.0,2.225,212500.0,NEAR OCEAN,2
16860,15.0,2748.0,997.0,1447.0,901.0,3.5214,144200.0,NEAR OCEAN,2
16861,46.0,66.0,11.0,30.0,12.0,2.375,275000.0,NEAR OCEAN,2
16862,37.0,1252.0,275.0,878.0,287.0,4.2262,228500.0,NEAR OCEAN,2
16863,35.0,865.0,226.0,602.0,217.0,3.0,229100.0,NEAR OCEAN,2
16864,44.0,1619.0,362.0,1064.0,335.0,4.0238,224200.0,NEAR OCEAN,2
16865,38.0,1204.0,268.0,921.0,247.0,4.4464,215400.0,NEAR OCEAN,2
16866,35.0,2084.0,549.0,1077.0,545.0,3.1628,318400.0,NEAR OCEAN,2
16867,33.0,2577.0,590.0,1867.0,566.0,3.3632,265100.0,NEAR OCEAN,2
16868,36.0,1770.0,499.0,1225.0,459.0,2.56,273100.0,NEAR OCEAN,2
16869,42.0,1602.0,262.0,705.0,255.0,5.7398,336400.0,NEAR OCEAN,2
16870,43.0,1934.0,303.0,847.0,300.0,4.7381,347400.0,NEAR OCEAN,2
16871,31.0,4424.0,834.0,1915.0,817.0,4.1364,412000.0,NEAR OCEAN,2
16872,34.0,3562.0,565.0,1542.0,563.0,5.8783,405100.0,NEAR OCEAN,2
16873,26.0,2754.0,402.0,1128.0,395.0,6.3719,466900.0,NEAR OCEAN,2
16874,34.0,3931.0,622.0,1717.0,621.0,6.2946,450000.0,NEAR OCEAN,2
16875,40.0,2401.0,383.0,894.0,356.0,5.6493,422400.0,NEAR OCEAN,2
16876,30.0,5351.0,1134.0,2558.0,1074.0,3.5817,369300.0,NEAR OCEAN,2
16877,52.0,1380.0,203.0,530.0,210.0,6.221,420300.0,NEAR OCEAN,2
16878,44.0,2304.0,384.0,986.0,379.0,4.652,387100.0,NEAR OCEAN,2
16879,34.0,707.0,166.0271582401493,381.0,156.0,4.375,340900.0,NEAR OCEAN,2
16880,32.0,4497.0,804.9932948032557,1846.0,715.0,6.1323,500001.0,NEAR OCEAN,2
16881,22.0,2754.0,477.0,1163.0,479.0,6.2306,500001.0,NEAR OCEAN,2
16882,31.0,3052.0,844.0,1581.0,788.0,3.0744,457700.0,NEAR OCEAN,2
16883,44.0,2089.0,348.0,837.0,317.0,4.6628,459200.0,NEAR OCEAN,2
16884,36.0,6026.0,852.0,2314.0,892.0,7.8997,500001.0,NEAR OCEAN,2
16885,26.0,3281.0,554.2650078424177,1145.0,480.0,6.358,500001.0,NEAR OCEAN,2
16886,33.0,2064.0,299.0,813.0,303.0,6.0374,500001.0,NEAR OCEAN,2
16887,35.0,520.0,83.0,185.0,76.0,6.4865,450000.0,NEAR OCEAN,2
16888,26.0,15.0,3.0,11.0,3.0,5.048,350000.0,NEAR OCEAN,2
16889,39.0,4645.0,1196.0,2156.0,1113.0,3.4412,353800.0,NEAR OCEAN,2
16890,49.0,1657.0,266.0,613.0,270.0,5.7837,378100.0,NEAR OCEAN,2
16891,52.0,2272.0,403.0,963.0,376.0,5.7245,500000.0,NEAR OCEAN,2
16892,52.0,2188.0,361.0,917.0,357.0,4.4,500000.0,NEAR OCEAN,2
16893,52.0,1704.0,226.0,671.0,243.0,8.4704,500001.0,NEAR OCEAN,2
16894,52.0,2039.0,299.0,772.0,303.0,6.471,500001.0,NEAR OCEAN,2
16895,52.0,3084.0,595.0,1324.0,571.0,5.0756,374200.0,NEAR OCEAN,2
16896,37.0,3325.0,734.0,1468.0,692.0,4.0987,434000.0,NEAR OCEAN,2
16897,43.0,2506.0,432.0,967.0,428.0,4.7404,500001.0,NEAR OCEAN,2
16898,52.0,1900.0,290.0,665.0,276.0,4.5486,500001.0,NEAR OCEAN,2
16899,44.0,1395.0,269.0,736.0,288.0,5.6206,386400.0,NEAR OCEAN,2
16900,40.0,2362.0,468.0,992.0,425.0,4.7917,359900.0,NEAR OCEAN,2
16901,50.0,2784.0,743.0,1622.0,698.0,3.8413,372200.0,NEAR OCEAN,2
16902,52.0,2495.0,458.0,1081.0,471.0,4.0855,410800.0,NEAR OCEAN,2
16903,20.0,2638.0,854.0,1352.0,718.0,3.5125,350600.0,NEAR OCEAN,2
16904,30.0,5039.0,1564.0,2129.0,1536.0,3.3469,345000.0,NEAR OCEAN,2
16905,26.0,854.0,246.0,396.0,231.0,2.8393,375000.0,NEAR OCEAN,2
16906,39.0,2647.0,616.0,1254.0,555.0,4.2407,433800.0,NEAR OCEAN,2
16907,52.0,2059.0,345.0,800.0,308.0,4.97,500001.0,NEAR OCEAN,2
16908,34.0,2697.0,313.0,810.0,279.0,12.4291,500001.0,NEAR OCEAN,2
16909,35.0,1774.0,205.0,588.0,207.0,10.7339,500001.0,NEAR OCEAN,2
16910,32.0,4684.0,540.0,1512.0,511.0,15.0001,500001.0,NEAR OCEAN,2
16911,21.0,7189.0,874.0,2440.0,846.0,11.6833,500001.0,NEAR OCEAN,2
16912,39.0,3562.0,391.0,1139.0,391.0,12.6417,500001.0,NEAR OCEAN,2
16913,25.0,4470.0,518.0,1507.0,504.0,13.3913,500001.0,NEAR OCEAN,2
